link_to_page;date.publish;decision.name;date.publish.orig;category;page;category_name
http://www.ohr.int/?cat=334&paged=2;2006-06-30;Decision Further Appointing International Prosecutor Peter Korneck previously Appointed to the Special Department for War Crimes to Special Department for Organised Crime, Economic Crime and Corruption of the Prosecutor’s Office of BiH;06/30/2006;334;2;Judicial Reform
http://www.ohr.int/?cat=334&paged=2;2006-06-30;Decision re-appointing Drew G. Engel as International Prosecutor in the Special Department for Organised Crime, Economic Crime and Corruptionof the Prosecutor’s Office of BiH;06/30/2006;334;2;Judicial Reform
http://www.ohr.int/?cat=334&paged=2;2006-06-19;DECISION Enacting the Law on Amendment to the Law on Transfer of Cases from the ICTY to the Prosecutor’s Office Of BiH and the use of Evidence Collected by ICTY in Proceedings Before the Courts in BiH;06/19/2006;334;2;Judicial Reform
http://www.ohr.int/?cat=334&paged=2;2006-06-19;DECISION Enacting the Law on Amendments to the Criminal Procedure Code of Bosnia and Herzegovina;06/19/2006;334;2;Judicial Reform
http://www.ohr.int/?cat=334&paged=2;2006-06-07;Decision Appointing Merja Helena Halme-Korhonen to Section I for War Crimes of the Criminal and Appellate Divisions and to Section II for Organised Crime, Economic Crime and Corruption of the Criminal and Appellate Divisions of the Court of BiH;06/07/2006;334;2;Judicial Reform
http://www.ohr.int/?cat=334&paged=2;2006-06-07;Decision Appointing Mitja Kozamernik to Section I for War Crimes of the Criminal and Appellate Divisions and to Section II for Organised Crime, Economic Crime and Corruption of the Criminal and Appellate Divisions of the Court of BiH;06/07/2006;334;2;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2006-06-07;Decision Further Appointing Int.Judge Pietro Spera previously appointed to Section I for War Crimes of the Criminal and Appellate Divisions to Section II for Org.Crime, Econ. Crime and Corruption of the Criminal and Appellate Divisions of the Court of BiH;06/07/2006;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2006-06-02;Decision Appointing Heikki Heinrich Wendorf as International Prosecutor in the Special Department for Organised Crime, Economic Crime and Corruptionof the Prosecutor’s Office of BiH;06/02/2006;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2006-05-10;Decision Further Appointing Malcolm Simmonsto Section I for War Crimes of the Criminal and Appellate Divisions and to Section II for Organised Crime, Economic Crime and Corruption of the Criminal and Appellate Divisions of the Court of BiH;05/10/2006;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2006-04-26;Decision Appointing Marie Tuma to Section I for War Crimes of the Criminal and Appellate Divisions and to Section II for Organised Crime, Economic Crime and Corruption of the Criminal and Appellate Divisions of the Court of BiH;04/26/2006;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2006-03-30;Decision Appointing David Schwendiman as International Prosecutor in the Special Department for War Crimes of the Prosecutor’s Office of BiH;03/30/2006;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2006-03-30;Decision Appointing Kwai Hong Ip as International Prosecutor in the Special Department for War Crimes of the Prosecutor’s Office of BiH;03/30/2006;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2006-02-09;Decision Appointing Jude R. Romano as International Prosecutor in the Prosecutor’s Office of Bosnia and Herzegovina;02/09/2006;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2006-01-30;Decision Appointing Peter Korneck as International Prosecutor in the Special Department for War Crimes of the Prosecutor’s Office of BiH;01/30/2006;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2006-01-26;Decision On Appointment of an International Member of the High Judicial and Prosecutorial Council of Bosnia and Herzegovina;01/26/2006;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2005-12-23;Decision Enacting the Law on Amendments to the Law on Police Officials of Bosnia and Herzegovina;12/23/2005;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2005-11-23;Decision appointing David L. Upcher to the Special Department for Organised Crime, Economic Crime and Corruption in the Prosecutor’s Office of BiH;11/23/2005;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=3;2005-10-17;Decision Appointing Philip King Alcock to Special Department for War Crimes of the Prosecutor’s Office of Bosnia and Herzegovina;10/17/2005;334;3;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-10-17;Decision Appointing Peter Kidd to Special Department for War Crimes of the Prosecutor’s Office of Bosnia and Herzegovina;10/17/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-09-29;Decision Re-appointing Georg Halbach to the Special Department for Organised Crime, Economic Crime and Corruption in the Prosecutor’s Office of BiH;09/29/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-09-29;Decision Appointing Manfred Dauster to Section I for War Crimes of the Criminal and Appellate Divisions and to Section II for Organised Crime, Economic Crime and Corruption of the Criminal and Appellate Divisions of the Court of BiH;09/29/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-09-21;Decision Appointing Roland Antonius Theodora Mathieu Dekkers to Section I for War Crimes of the Criminal and Appellate Divisions and to Section II for Organised Crime, Econ.Crime and Corruption of the Criminal and Appellate Divisions of the Court of BiH;09/21/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-09-15;Decision Appointing Shireen Avis Fisherto Section I for War Crimes of the Criminal and Appellate Divisions and to Section II for Organised Crime, Economic Crime and Corruption of the Criminal and Appellate Divisions of the Court of BiH;09/15/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-09-06;Decision Suspending the Power to Grant Pardons for Criminal Sentences;09/06/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-08-10;Decision Appointing Tore Ingvar Lindseth to Section I for War Crimes of the Criminal and Appellate Divisions and to Section II for Organised Crime, Economic Crime and Corruption of the Criminal and Appellate Divisions of the Court of BiH;08/10/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-08-01;Decision Appointing Richard S. Gebelein to Section I for War Crimes of the Criminal and Appellate Divisions and to Section II for Organised Crime, Economic Crime and Corruption of the Criminal and Appellate Divisions of the Court of Bosnia and Herzegovina;08/01/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-06-07;Decision Further Appointing the Int. Judges previously appointed to the Section I for War Crimes of the Criminal and Appellate Divisions to Section II for Organised Crime, Econ. Crime and Corruption;06/07/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-06-03;Decision Extending the Mandate of Mr. Sven Marius Urke as an International Member of theHigh Judicial and Prosecutorial Council of Bosnia and Herzegovina;06/03/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-05-11;Decision on Appointment of an International Prosecutor to the Special Department for War Crimes in the Prosecutor’s Office of BiH;05/11/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=4;2005-05-11;Decision on Appointment of an International Prosecutor to the Special Department for War Crimes in the Prosecutor’s Office of BiH;05/11/2005;334;4;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-05-11;Decision on Appointment of an International Prosecutor to the Special Department for Organised Crime, Economic Crime and Corruption in the Prosecutor’s Office of BiH;05/11/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-05-11;Decision on Appointment of an International Prosecutor to the Special Department for War Crimes in the Prosecutor’s Office of BiH;05/11/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-05-05;Decision On Appointment of an International Judge to Section I for War Crimes of the Criminal and Appellate Divisions of the Court of Bosnia and Herzegovina;05/05/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-05-05;Decision On Appointment of an International Judge to Section I for War Crimes of the Criminal and Appellate Divisions of the Court of Bosnia and Herzegovina;05/05/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-05-05;Decision On Appointment of an International Judge to Section I for War Crimes of the Criminal and Appellate Divisions of the Court of Bosnia and Herzegovina;05/05/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-04-04;Decision On Appointment of an International Judge to Section I for War Crimes of the Criminal and Appellate Divisions of the Court of BiH;04/04/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-03-31;Decision Extending the mandate of Mr. David Upcher as an Adviser to the Office of the Disciplinary Counsel;03/31/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-03-19;Decision on Re-Appointment of an International Prosecutor to the Special Department for Organised Crime, Economic Crime and Corruption;03/19/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-03-18;Decision on Appointment of an International Judge to Section I for War Crimes of the Criminal and Appellate Divisions of the Court of BiH;03/18/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-03-18;Decision On Appointment of an International Judge to Section I for War Crimes of the Criminal and Appellate Divisions of the Court of BiH;03/18/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-03-18;Decision on Appointment of an International Judge to Section I for War Crimes of the Criminal and Appellate Divisions of the Court of BiH;03/18/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=5;2005-02-24;Decision on Appointment of an International Prosecutor to the Special Department for War Crimes in the Prosecutor’s Office of BiH;02/24/2005;334;5;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2005-02-24;Decision on Appointment of an International Prosecutor to the Special Department for Organized Crime, Economic Crime and Corruption in the Prosecutor’s Office of BiH;02/24/2005;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2005-02-24;Decision on Appointment of an International Judge to Section I for War Crimes of the Criminal and Appellate Divisions of the Court of BiH;02/24/2005;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2005-02-24;Decision on Appointment of an International Judge to Section I for War Crimes of the Criminal and Appellate Divisions of the Court of BiH;02/24/2005;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2004-12-17;Decision Enacting the Law on Amendments to the Criminal Procedure Code of the Brcko District of Bosnia and Herzegovina;12/17/2004;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2004-12-17;Decision Enacting the Law on Amendments to the Criminal Procedure Code of Republika Srpska;12/17/2004;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2004-12-17;Decision Enacting the Law on Amendments to the Criminal Procedure Code of the Federation of Bosnia and Herzegovina;12/17/2004;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2004-12-17;Decision Enacting the Law on Amendments to the Criminal Procedure Code of Bosnia and Herzegovina;12/17/2004;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2004-12-17;Decision Enacting the Law on Amendments to the Law on the Prosecutor’s Offices of the Republika Srpska;12/17/2004;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2004-12-17;Decision Enacting the Law on Amendments to the Law on Courts and Judicial Service of the Republika Srpska;12/17/2004;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2004-12-17;Decision Enacting the Law on Amendments to the Law on Judicial and Prosecutorial Service in the Federation of BiH;12/17/2004;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2004-12-17;Decision Extending the mandate of Mr. David Upcher as an Adviser to the Office of the Disciplinary Counsel;12/17/2004;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=6;2004-11-26;Decision Enacting the Law on Amendment to the Law on Pardon of the Federation of Bosnia and Herzegovina;11/26/2004;334;6;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-11-26;Decision Enacting the Law on Amendment to the Law on Pardon of the Republika Srpska;11/26/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-11-26;Decision Enacting the Law on Amendment to the Criminal Code of the Brcko District of Bosnia and Herzegovina;11/26/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-11-26;Decision Enacting the Law on Amendment to the Criminal Code of the Republika Srpska;11/26/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-11-26;Decision Enacting the Law on Amendment to the Criminal Code of the Federation of BiH;11/26/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-11-26;Decision Enacting the Law on Amendment to the Criminal Code of BiH;11/26/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-11-26;Decision Enacting the Law Repealing the Law on Pardon of Bosnia and Herzegovina;11/26/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-11-10;Decision On Appointment of an International Judge to the Court of Bosnia and Herzegovina;11/10/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-09-03;Decision On Appointment of an International Judge to the Court of Bosnia and Herzegovina;09/03/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-08-27;Decision on Appointment of an International Prosecutor to the Prosecutor’s Office of Bosnia and Herzegovina;08/27/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-06-22;Decision On Appointment of an International Judge to the Court of Bosnia and Herzegovina;06/22/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-06-04;Decision On Appointment of Members of and Advisors to the High Judicial and Prosecutorial Council of Bosnia and Herzegovina;06/04/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=7;2004-05-07;Decision on Appointment of an International Judge to the Court of Bosnia and Herzegovina;05/07/2004;334;7;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2004-05-07;Decision on Appointment of an International Judge to the Court of Bosnia and Herzegovina;05/07/2004;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2004-04-01;Decision On Appointment of an International Judge to the Court of Bosnia and Herzegovina;04/01/2004;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2004-03-31;Decision on certain issues related to the HJPC of BiH, the HJPC of RS and the HJPC of the Federation of BiH;03/31/2004;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2004-03-31;Decision Enacting the Law on Amendments to the Law on the High Judicial and Prosecutorial Council of the Republika Srpska;03/31/2004;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2004-03-31;Decision Enacting the Law on Amendments to the Law on the High Judicial and Prosecutorial Council of the Federation of BiH;03/31/2004;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2004-03-31;Decision Enacting the Law on Amendments to the Law on the High Judicial and Prosecutorial Council of BiH;03/31/2004;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2004-02-12;Decision Enacting the Law on the Amendments to the Law on Court of Bosnia and Herzegovina;02/12/2004;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2004-02-03;Decision On Appointment of a Member of the High Judicial and Prosecutorial Council of Republika Srpska;02/03/2004;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2004-01-15;On Appointment of an international prosecutor as Deputy Chief Prosecutor and Head of the Special Department of the Prosecutor’s Office of BIH;01/15/2004;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2003-12-09;Decision On Appointment of an International Prosecutor to the Prosecutor’s Office of BiH;12/09/2003;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2003-12-03;Decision On Appointment of an International Prosecutor to the Prosecutor’s Office of BiH;12/03/2003;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=8;2003-12-01;Decision on Appointment of an International Judge to the Court of BiH;12/01/2003;334;8;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-11-26;Decision Enacting the Law on Amendments to the Law on Courts and Judicial Service of the Republika Srpska;11/26/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-11-20;Decision Extending the mandate of the Independent Judicial Commission;11/20/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-11-20;Decision Enacting the Law on Amendments to the Law on the High Judicial and Prosecutorial Council of the RS;11/20/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-11-20;Decision Enacting the Law on Amendments to the Law on the High Judicial and Prosecutorial Council of the FBiH;11/20/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-11-20;Decision Enacting the Law on Amendments to the Law on the High Judicial and Prosecutorial Council of BiH;11/20/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-10-31;Decision Enacting the Law Re-amending the Law on the Prosecutor’s Office of BiH;10/31/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-10-31;Decision Enacting the Law on further re-amending the Law on Court of BiH;10/31/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-10-03;Decision On Appointment of an International Prosecutor to the Prosecutor’s Office of Bosnia and Herzegovina;10/03/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-09-09;Decision On Appointment of an International Judge to the Court of BiH;09/09/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-09-09;Decision On Appointment of an International Judge to the Court of BiH;09/09/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-09-01;Decision On Appointment of New Members of the High Judicial and Prosecutorial Councils of the Federation of BiH and of the Republika Srpska;09/01/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=9;2003-07-14;Decision On Appointment of an International Judge to the Court of Bosnia and Herzegovina;07/14/2003;334;9;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-06-03;Decision On Appointment of a New Member of the High Judicial and Prosecutorial Council of Bosnia and Herzegovina;06/03/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-05-08;Decision On Appointment of an International Judge to the Court of Bosnia and Herzegovina;05/08/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-04-07;Decision On Appointment of a New Member of the High Judicial and Prosecutorial Council of Bosnia and Herzegovina;04/07/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-03-19;Decision On Appointment of an International Judge and Prosecutor to the Court of BiH and the Prosecutor’s Office of BiH;03/19/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-03-06;Decision Enacting the Law on Amendments and Supplements to the Law on the Register of Enterprises and Entrepreneurs of the Brcko District of Bosnia and Herzegovina;03/06/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-03-06;Decision Enacting the Law on Amendments and Supplements to the Law on Procedure for Registration of Legal Entities in the Court Register of the Federation of Bosnia and Herzegovina;03/06/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-03-06;Decision Enacting the Law on Amendments and Supplements to the Law on Registration in the Court Register of the Republika Srpska;03/06/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-01-24;Decision Enacting the Law on Protection of Witnesses under Threat and Vulnerable Witnesses;01/24/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-01-24;Decision Enacting the Criminal Code of Bosnia and Herzegovina;01/24/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-01-24;Decision Enacting the Criminal Procedure Code of Bosnia and Herzegovina;01/24/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-01-24;Decision Enacting the Law on Amendments to the Law on Prosecutor’s Office of Bosnia and Herzegovina;01/24/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=10;2003-01-24;Decision Enacting the Law on the Judicial Police of Bosnia and Herzegovina;01/24/2003;334;10;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2003-01-24;Decision On the new mandate of the Independent Judicial Commission;01/24/2003;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2003-01-24;Decision Enacting the Law re-amending the Law on Court of Bosnia and Herzegovina;01/24/2003;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2003-01-24;Decision on Trial Observers;01/24/2003;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2003-01-24;Decision on Police Disciplinary Proceedings;01/24/2003;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2002-12-06;Decision On Appointment of a New Member of the High Judicial and Prosecutorial Councils of BiH, of the Federation of BiH and of the RS;12/06/2002;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of Central-Bosnia Canton;11/01/2002;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of West-Herzegovina Canton;11/01/2002;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2002-11-01;Decision Amending the Criminal Code of the Federation of BiH by repealing Chapter XX, Criminal Offences Against Honour and Reputation;11/01/2002;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of Bosnian Podrinje Canton – Goražde;11/01/2002;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of Herzegovina-Neretva Canton;11/01/2002;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of Zenica-Doboj Canton;11/01/2002;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=11;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of Tuzla Canton;11/01/2002;334;11;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of Posavina Canton;11/01/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of Una Sana Canton;11/01/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts and Judicial Service of the Republika Srpska;11/01/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-11-01;Decision Enacting the Law re-amending the Law on the High Judicial and Prosecutorial Council of Bosnia and Herzegovina;11/01/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-11-01;Decision Enacting amendments to the Law on Centre for Judicial and Prosecutorial Training of the Republika Srpska;11/01/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of Canton 10;11/01/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-11-01;Decision Enacting amendments to the Law on the Centre for Judicial and Prosecutorial Training of the Federation of Bosnia and Herzegovina;11/01/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-11-01;Decision Enacting the Law on Amendments to the Law on Courts of Sarajevo Canton;11/01/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-08-21;Decision Enacting the Law on Amendments to the Law on High Judicial and Prosecutorial Council of the Federation of Bosnia and Herzegovina;08/21/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-08-21;Decision Enacting the Law on the Cantonal Prosecutor’s Office of the Posavina Canton;08/21/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-08-21;Decisions Enacting the Law on the Cantonal Prosecutor’s Office of the Zenica-Doboj Canton;08/21/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=12;2002-08-21;Decision Enacting the Law on the Cantonal Prosecutor’s Office of the Western Herzegovina Canton;08/21/2002;334;12;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decision Enacting the Law on the Cantonal Prosecutor’s Office of the Una-Sana Canton;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decision Enacting the Law on the Cantonal Prosecutor’s Office of the Tuzla Canton;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decision Enacting the Law on the Cantonal Prosecutor’s Office of the Sarajevo Canton;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decision Enacting the Law on the Cantonal Prosecutor’s Office of the Central Bosnia Canton;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decision Enacting the Law on the Cantonal Prosecutor’s Office of Canton 10;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decision Enacting the Law on the Prosecutor’s Offices of the Republika Srpska;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decision Enacting the Law on the Cantonal Prosecutor’s Office of the Bosnian Podrinje Canton — Gorazde;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decisions Enacting the Law on the Federation Prosecutor’s Office of the Federation of Bosnia and Herzegovina;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decision Enacting the Law on Amendments to the Law on High Judicial and Prosecutorial Council of the Republika Srpska;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-21;Decision Enacting the Law on the Cantonal Prosecutor’s Office of the Herzegovina-Neretva Canton;08/21/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-06;Decision on Appointment of Members of the High Judicial and Prosecutorial Councils.;08/06/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=13;2002-08-06;Decision on the mandate of the Independent Judicial Commission;08/06/2002;334;13;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-08-06;Decision Enacting the Law on Amendments to the Law on High Judicial and Prosecutorial Council of Bosnia and Herzegovina;08/06/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-08-06;Decision Enacting the Law on the Prosecutor’s Office of Bosnia and Herzegovina;08/06/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-08-06;Decision Enacting the Law on Amendments to the Law on Court of Bosnia and Herzegovina;08/06/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-05-23;Decision Enacting the Law on the High Judicial and Prosecutorial Council of the Federation of Bosnia and Herzegovina;05/23/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-05-23;Decision Enacting the Law on the High Judicial Council of Bosnia and Herzegovina;05/23/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-05-23;Decision on the Law on Attorneys’ Profession of the Federation of Bosnia and Herzegovina;05/23/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-05-23;Decision on the Law on Centre for Judicial and Prosecutorial Training of the Republika Srpska;05/23/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-05-23;Decision on the Law on Centre for Judicial and Prosecutorial Training of the Federation of Bosnia and Herzegovina;05/23/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-05-23;Decision Enacting the Law on Legal Assistance and Official Co-operation in Criminal Matters between the Federation of Bosnia and Herzegovina, Republika Srpska and the District of Brcko;05/23/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-05-23;Decision enacting the Law on the High Judicial and Prosecutorial Council of the Republika Srpska;05/23/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-05-22;Decision on the Law on the Attorneys’ Profession of the Republika Srpska;05/22/2002;334;14;Judicial Reform
http://www.ohr.int/?cat=334&paged=14;2002-04-04;Decision suspending all judicial and prosecutorial appointments in BiH (except to the BiH and the Entity Const.Courts, the BiH H.Rights Chamber, the BiH Court, and all courts in the Brcko District) pending the restructuring of the judicial system;04/04/2002;334;14;Judicial Reform
