year,district.name,district.id,party,votes.in.municipality,votes.out.municipality,seats,control sum
2000,Bijeljina,29,BOSS - Bosanska Stranka,6,23,0,
2000,Bosanski Petrovac,30,Zavicajni Socijaldemokrati RS i BiH (stranka Drvarcana),16,78,1,
2000,Bosanski Petrovac,30,LBO BiH,38,0,0,
2000,Bosanski Petrovac,30,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,465,116,3,
2000,Bosanski Petrovac,30,Stranka za Bosnu i Hercegovinu,67,12,0,
2000,Bosanski Petrovac,30,Socijalisticka Partija Republike Srpske,99,690,4,
2000,Bosanski Petrovac,30,Sljivar Vojo,4,103,1,
2000,Bosanski Petrovac,30,SNSD - Milorad Dodik,154,616,4,
2000,Bosanski Petrovac,30,Stranka Demokratske Akcije - SDA,700,129,4,
2000,Bosanski Petrovac/Petrovac,31,Zavicajni Socijaldemokrati RS i BiH (stranka Drvarcana),5,5,1,
2000,Bosanski Petrovac/Petrovac,31,SNS - Biljana Plavsic,156,11,9,
2000,Bosanski Petrovac/Petrovac,31,Socijalisticka Partija Republike Srpske,18,10,1,
2000,Sanski Most,32,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1491,585,5,
2000,Sanski Most,32,HDZBiH-Hrvatska Demokratska Zajednica BiH,55,126,0,
2000,Sanski Most,32,Stranka za Bosnu i Hercegovinu,2012,532,6,
2000,Sanski Most,32,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",254,102,1,
2000,Sanski Most,32,Socijalisticka Partija Republike Srpske,79,922,2,
2000,Sanski Most,32,Bosnjacka Stranka Prava BiH (BSP BiH),26,9,0,
2000,Sanski Most,32,SNSD - Milorad Dodik,73,417,1,
2000,Sanski Most,32,Stranka Demokratske Akcije - SDA,5048,1339,15,
2000,Sanski Most,32,BOSS - Bosanska Stranka,18,6,0,
2000,Sanski Most/Srpski Sanski Most,33,Radikalna Stranka Republike Srpske,40,48,1,
2000,Sanski Most/Srpski Sanski Most,33,SNS - Biljana Plavsic,313,13,3,
2000,Sanski Most/Srpski Sanski Most,33,Socijalisticka Partija Republike Srpske,64,31,1,
2000,Sanski Most/Srpski Sanski Most,33,SNSD - Milorad Dodik,601,44,6,
2000,Sanski Most/Srpski Sanski Most,33,Seljacka Stranka - Gordana Vidovnic,36,16,0,
2000,Sanski Most/Srpski Sanski Most,33,SDS - Srpska Demokratska Stranka,624,48,6,
2000,Banja Luka,34,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,24,17,0,
2000,Banja Luka,34,Zavicajni Socijaldemokrati RS i BiH (stranka Drvarcana),137,3,0,
2000,Banja Luka,34,Radikalna Stranka Republike Srpske,304,25,0,
2000,Banja Luka,34,Pensionerska Stranka Republike Srpske,2444,38,1,
2000,Banja Luka,34,SNS - Biljana Plavsic,5139,100,2,
2000,Banja Luka,34,Radnicka Partija RS - Zdravko Doslic Tergaz,66,1,0,
2000,Banja Luka,34,Nezavisna Septembarska Stranka ,137,2,0,
2000,Banja Luka,34,SPAS - Srpska Patriotska Stranka,689,22,0,
2000,Banja Luka,34,LBO BiH,5,13,0,
2000,Banja Luka,34,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,908,3171,2,
2000,Banja Luka,34,HDZBiH-Hrvatska Demokratska Zajednica BiH,149,1625,1,
2000,Banja Luka,34,Partija Drustvenog Progresa - PDP,613,24,0,
2000,Banja Luka,34,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",20,46,0,
2000,Banja Luka,34,Borko Dzajic,195,0,0,
2000,Banja Luka,34,Savez komunista BiH (SK BiH),159,18,0,
2000,Banja Luka,34,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",625,5349,3,
2000,Banja Luka,34,Narodna Stranka Republike Srpske,178,13,0,
2000,Banja Luka,34,Socijalisticka Partija Republike Srpske,4935,93,2,
2000,Banja Luka,34,Srpski Pokret Obnove (SPO),79,1,0,
2000,Banja Luka,34,Nova Radincka Stranka Republike Srpske,116,4,0,
2000,Banja Luka,34,Nova Hrvatska Inicijativa (NHI),108,569,0,
2000,Banja Luka,34,Reformsko Patriotske Snage - RPS,7,2,0,
2000,Banja Luka,34,Gracancka Alijanca - Za Novi Politiku,113,15,0,
2000,Banja Luka,34,SNSD - Milorad Dodik,17450,464,7,
2000,Banja Luka,34,Demokratsko Patriotska Stranka Republike Srpske,2049,34,1,
2000,Banja Luka,34,Demokratska Narodna Zajednica BiH - DNZ BiH,35,17,0,
2000,Banja Luka,34,PDP RS - Mladen Ivanic,9540,232,4,
2000,Banja Luka,34,Seljacko-Radnicka Stranka Republike Srpske,576,2,0,
2000,Banja Luka,34,Demokratska Stranka za Banja Luku i Krajinu,638,12,0,
2000,Banja Luka,34,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,442,12,0,
2000,Banja Luka,34,Stranka Banja Luka Center,149,9,0,
2000,Banja Luka,34,Jelenko Moconja,60,4,0,
2000,Banja Luka,34,SDS - Srpska Demokratska Stranka,19338,334,8,
2000,Banja Luka,34,Bosnjacka Stranka Prava BiH (BSP BiH),3,21,0,
2000,Banja Luka,34,BOSS - Bosanska Stranka,11,31,0,
2000,Celinac,35,Radikalna Stranka Republike Srpske,41,1,0,
2000,Celinac,35,SNS - Biljana Plavsic,1315,6,4,
2000,Celinac,35,SPAS - Srpska Patriotska Stranka,294,11,1,
2000,Celinac,35,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",17,273,1,
2000,Celinac,35,Narodna Stranka Republike Srpske,248,0,1,
2000,Celinac,35,Socijalisticka Partija Republike Srpske,1001,21,3,
2000,Celinac,35,SNSD - Milorad Dodik,1497,16,5,
2000,Celinac,35,Demokratsko Patriotska Stranka Republike Srpske,146,1,0,
2000,Celinac,35,PDP RS - Mladen Ivanic,595,1,2,
2000,Celinac,35,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,38,1,0,
2000,Celinac,35,SDS - Srpska Demokratska Stranka,2268,11,8,
2000,Doboj-Istok,36,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,17,1,0,
2000,Doboj-Istok,36,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1289,56,6,
2000,Doboj-Istok,36,Stranka za Bosnu i Hercegovinu,244,13,1,
2000,Doboj-Istok,36,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",98,9,1,
2000,Doboj-Istok,36,DS Penzionera BiH,156,8,1,
2000,Doboj-Istok,36,Partija Pravog Puta BiH,26,2,0,
2000,Doboj-Istok,36,Stranka Demokratske Akcije - SDA,1171,66,6,
2000,Doboj-Jug,37,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,256,21,3,
2000,Doboj-Jug,37,Stranka za Bosnu i Hercegovinu,462,15,5,
2000,Doboj-Jug,37,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",11,1,0,
2000,Doboj-Jug,37,Stranka Demokratske Akcije - SDA,434,11,4,
2000,Doboj,38,Pensionerska Stranka Republike Srpske,1054,54,1,
2000,Doboj,38,SNS - Biljana Plavsic,1875,27,2,
2000,Doboj,38,Radnicka Partija RS - Zdravko Doslic Tergaz,67,3,0,
2000,Doboj,38,Srpska Omladinska Stranka - Novi Srastanji,64,1,0,
2000,Doboj,38,Nezavisna Septembarska Stranka ,70,2,0,
2000,Doboj,38,SPAS - Srpska Patriotska Stranka,101,3,0,
2000,Doboj,38,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,422,3453,3,
2000,Doboj,38,HDZBiH-Hrvatska Demokratska Zajednica BiH,16,271,0,
2000,Doboj,38,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",31,235,0,
2000,Doboj,38,Savez komunista BiH (SK BiH),59,9,0,
2000,Doboj,38,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",46,2371,2,
2000,Doboj,38,Socijalisticka Partija Republike Srpske,2906,64,2,
2000,Doboj,38,Srpski Pokret Obnove (SPO),99,4,0,
2000,Doboj,38,HKDU - BiH,24,299,0,
2000,Doboj,38,Nova Hrvatska Inicijativa (NHI),66,412,0,
2000,Doboj,38,SNSD - Milorad Dodik,4979,104,4,
2000,Doboj,38,Demokratsko Patriotska Stranka Republike Srpske,150,4,0,
2000,Doboj,38,PDP RS - Mladen Ivanic,3749,37,3,
2000,Doboj,38,Zena BiH,5,14,0,
2000,Doboj,38,Seljacka Stranka - Gordana Vidovnic,124,4,0,
2000,Doboj,38,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,226,10,0,
2000,Doboj,38,Partija Pravog Puta BiH,13,45,0,
2000,Doboj,38,SDS - Srpska Demokratska Stranka,13565,167,12,
2000,Doboj,38,Demokratska Stranka RS,444,22,0,
2000,Doboj,38,BOSS - Bosanska Stranka,39,44,0,
2000,Tesanj,39,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,5054,177,9,
2000,Tesanj,39,HDZBiH-Hrvatska Demokratska Zajednica BiH,160,26,0,
2000,Tesanj,39,Stranka za Bosnu i Hercegovinu,2719,99,5,
2000,Tesanj,39,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",129,14,0,
2000,Tesanj,39,Nova Hrvatska Inicijativa (NHI),85,37,0,
2000,Tesanj,39,Stranka Penzionera F BiH,530,4,1,
2000,Tesanj,39,Radnicka Partija RS - Zdravko Doslic Tergaz,40,1,0,
2000,Tesanj,39,Stranka Demokratske Akcije - SDA,5462,170,10,
2000,Tesanj,39,BOSS - Bosanska Stranka,68,2,0,
2000,Maglaj,42,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,2675,295,9,
2000,Maglaj,42,Stranka za Bosnu i Hercegovinu,1726,189,5,
2000,Maglaj,42,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",4,0,0,
2000,Maglaj,42,SNSD - Milorad Dodik,12,37,0,
2000,Maglaj,42,Demokrati Bosne i Herzegovine,3,5,0,
2000,Maglaj,42,Demokratska Narodna Zajednica BiH - DNZ BiH,41,3,0,
2000,Maglaj,42,Zena BiH,13,2,0,
2000,Maglaj,42,SPP - BiH - Stranka Privrednog Prosperiteta BiH,16,1,0,
2000,Maglaj,42,Bosanskohercegovacka Patriotska Stranka - BPS,59,4,0,
2000,Maglaj,42,Stranka Penzionera F BiH,265,8,1,
2000,Maglaj,42,Stranka Demokratske Akcije - SDA,3026,326,10,
2000,Maglaj,42,BOSS - Bosanska Stranka,11,3,0,
2000,Gracanica,44,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,89,7,0,
2000,Gracanica,44,LBO BiH,45,3,0,
2000,Gracanica,44,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,10177,273,16,
2000,Gracanica,44,Stranka za Bosnu i Hercegovinu,1579,54,3,
2000,Gracanica,44,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",593,22,1,
2000,Gracanica,44,DS Penzionera BiH,491,10,1,
2000,Gracanica,44,Partija Pravog Puta BiH,18,0,0,
2000,Gracanica,44,Nova Bosna ,13,1,0,
2000,Gracanica,44,Bosanskohercegovacka Patriotska Stranka - BPS,116,2,0,
2000,Gracanica,44,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,84,1,0,
2000,Gracanica,44,Radnicka Partija RS - Zdravko Doslic Tergaz,24,1,0,
2000,Gracanica,44,Stranka Demokratske Akcije - SDA,5957,177,9,
2000,Gracanica,44,BOSS - Bosanska Stranka,81,18,0,
2000,Gracanica/Petrovo,45,SNS - Biljana Plavsic,232,5,1,
2000,Gracanica/Petrovo,45,Radnicka Partija RS - Zdravko Doslic Tergaz,10,1,0,
2000,Gracanica/Petrovo,45,SPAS - Srpska Patriotska Stranka,23,1,0,
2000,Gracanica/Petrovo,45,Socijalisticka Partija Republike Srpske,913,11,5,
2000,Gracanica/Petrovo,45,SNSD - Milorad Dodik,659,11,3,
2000,Gracanica/Petrovo,45,Seljacka Stranka - Gordana Vidovnic,76,2,0,
2000,Gracanica/Petrovo,45,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,91,5,1,
2000,Gracanica/Petrovo,45,SDS - Srpska Demokratska Stranka,1376,22,7,
2000,Lukavac,47,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,82,7,0,
2000,Lukavac,47,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,10167,453,17,
2000,Lukavac,47,HDZBiH-Hrvatska Demokratska Zajednica BiH,181,21,0,
2000,Lukavac,47,Stranka za Bosnu i Hercegovinu,1232,65,2,
2000,Lukavac,47,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",399,18,1,
2000,Lukavac,47,Demokratski Liberalni Centar BiH (DLC BiH),134,9,0,
2000,Lukavac,47,DS Penzionera BiH,780,31,1,
2000,Lukavac,47,Demokratska Stranka Invalida BiH (D.S.I. BiH),40,6,0,
2000,Lukavac,47,Partija Pravog Puta BiH,19,0,0,
2000,Lukavac,47,Nova Bosna ,6,1,0,
2000,Lukavac,47,Bosanskohercegovacka Patriotska Stranka - BPS,73,5,0,
2000,Lukavac,47,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,31,3,0,
2000,Lukavac,47,Radnicka Demokratska Partija - Bosne i Hercegovine,18,2,0,
2000,Lukavac,47,Stranka Demokratske Akcije - SDA,5105,168,8,
2000,Lukavac,47,BOSS - Bosanska Stranka,288,10,0,
2000,Srebrenik,49,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,68,5,0,
2000,Srebrenik,49,Moranjkic Muhamed,150,10,0,
2000,Srebrenik,49,LBO BiH,602,33,1,
2000,Srebrenik,49,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,5759,328,14,
2000,Srebrenik,49,HDZBiH-Hrvatska Demokratska Zajednica BiH,199,16,0,
2000,Srebrenik,49,Stranka za Bosnu i Hercegovinu,1217,59,3,
2000,Srebrenik,49,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",381,34,1,
2000,Srebrenik,49,Nova Hrvatska Inicijativa (NHI),17,9,0,
2000,Srebrenik,49,DS Penzionera BiH,436,24,1,
2000,Srebrenik,49,Partija Pravog Puta BiH,16,4,0,
2000,Srebrenik,49,Nova Bosna ,29,1,0,
2000,Srebrenik,49,Bosanskohercegovacka Patriotska Stranka - BPS,133,8,0,
2000,Srebrenik,49,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,55,7,0,
2000,Srebrenik,49,Radnicka Demokratska Partija - Bosne i Hercegovine,12,1,0,
2000,Srebrenik,49,Stranka Demokratske Akcije - SDA,2915,163,7,
2000,Srebrenik,49,BOSS - Bosanska Stranka,96,40,0,
2000,Tuzla,50,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,264,23,0,
2000,Tuzla,50,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,18801,1506,19,
2000,Tuzla,50,HDZBiH-Hrvatska Demokratska Zajednica BiH,1765,153,2,
2000,Tuzla,50,Stranka za Bosnu i Hercegovinu,2295,169,2,
2000,Tuzla,50,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",125,15,0,
2000,Tuzla,50,Hrvatski Demokrscani,13,4,0,
2000,Tuzla,50,Republikanska Stranka BiH,382,46,0,
2000,Tuzla,50,Demokratski Liberalni Centar BiH (DLC BiH),166,26,0,
2000,Tuzla,50,Nova Hrvatska Inicijativa (NHI),295,31,0,
2000,Tuzla,50,DS Penzionera BiH,1636,68,2,
2000,Tuzla,50,Demokratska Stranka Invalida BiH (D.S.I. BiH),57,3,0,
2000,Tuzla,50,SNSD - Milorad Dodik,52,222,0,
2000,Tuzla,50,Demokrati Bosne i Herzegovine,56,13,0,
2000,Tuzla,50,Zena BiH,64,5,0,
2000,Tuzla,50,Hrvatska Stranka Prava (HSP),34,10,0,
2000,Tuzla,50,Partija Pravog Puta BiH,41,2,0,
2000,Tuzla,50,Nova Bosna ,31,1,0,
2000,Tuzla,50,SPP - BiH - Stranka Privrednog Prosperiteta BiH,41,8,0,
2000,Tuzla,50,Bosanskohercegovacka Patriotska Stranka - BPS,207,10,0,
2000,Tuzla,50,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,255,13,0,
2000,Tuzla,50,Radnicka Demokratska Partija - Bosne i Hercegovine,45,3,0,
2000,Tuzla,50,Stranka Demokratske Akcije - SDA,3113,254,3,
2000,Tuzla,50,BOSS - Bosanska Stranka,2188,161,2,
2000,Celic,52,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,21,1,0,
2000,Celic,52,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1188,41,5,
2000,Celic,52,HDZBiH-Hrvatska Demokratska Zajednica BiH,190,20,1,
2000,Celic,52,Stranka za Bosnu i Hercegovinu,344,44,1,
2000,Celic,52,DS Penzionera BiH,188,1,1,
2000,Celic,52,Nova Bosna ,6,0,0,
2000,Celic,52,Stranka Demokratske Akcije - SDA,2085,138,9,
2000,Celic,52,BOSS - Bosanska Stranka,17,1,0,
2000,Lopare,54,SNS - Biljana Plavsic,424,11,1,
2000,Lopare,54,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,268,131,1,
2000,Lopare,54,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",117,77,1,
2000,Lopare,54,Socijalisticka Partija Republike Srpske,1616,30,5,
2000,Lopare,54,SNSD - Milorad Dodik,653,15,2,
2000,Lopare,54,PDP RS - Mladen Ivanic,663,9,2,
2000,Lopare,54,SDS - Srpska Demokratska Stranka,3520,63,11,
2000,Lopare,54,Demokratska Stranka RS,86,3,0,
2000,Lopare,54,BOSS - Bosanska Stranka,4,0,0,
2000,Teocak,55,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,13,2,0,
2000,Teocak,55,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,412,49,3,
2000,Teocak,55,Stranka za Bosnu i Hercegovinu,438,41,4,
2000,Teocak,55,Celikovic Mensur,202,4,1,
2000,Teocak,55,Nova Bosna ,23,2,0,
2000,Teocak,55,Bosanskohercegovacka Patriotska Stranka - BPS,61,3,0,
2000,Teocak,55,Radnicka Demokratska Partija - Bosne i Hercegovine,4,1,0,
2000,Teocak,55,Stranka Demokratske Akcije - SDA,1104,93,7,
2000,Teocak,55,BOSS - Bosanska Stranka,1,0,0,
2000,Ugljevik,56,SNS - Biljana Plavsic,166,11,0,
2000,Ugljevik,56,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,54,43,0,
2000,Ugljevik,56,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",288,132,1,
2000,Ugljevik,56,Socijalisticka Partija Republike Srpske,1214,28,4,
2000,Ugljevik,56,Srpski Pokret Obnove (SPO),142,5,0,
2000,Ugljevik,56,Gracancka Alijanca - Za Novi Politiku,47,1,0,
2000,Ugljevik,56,SNSD - Milorad Dodik,440,17,1,
2000,Ugljevik,56,PDP RS - Mladen Ivanic,713,15,2,
2000,Ugljevik,56,SDS - Srpska Demokratska Stranka,3170,50,9,
2000,Ugljevik,56,Bosanskohercegovacka Patriotska Stranka - BPS,3,0,0,
2000,Drvar,57,Zavicajni Socijaldemokrati Rs I Bih (stranka Drvarcana),520,907,4,
2000,Drvar,57,HDZBiH-Hrvatska Demokratska Zajednica BiH,2262,15,6,
2000,Drvar,57,Hrvatski Demokrscani,30,2,0,
2000,Drvar,57,Socijalisticka Partija Republike Srpske,104,415,1,
2000,Drvar,57,HKDU - BiH,13,1,0,
2000,Drvar,57,Nova Hrvatska Inicijativa (NHI),194,4,1,
2000,Drvar,57,Gracancka Alijanca - Za Novi Politiku,6,3,0,
2000,Drvar,57,SNSD - Milorad Dodik,1133,1605,7,
2000,Drvar,57,Hrvatska Stranka Prava (HSP),155,1,0,
2000,Drvar,57,BOSS - Bosanska Stranka,2,1,0,
2000,Drvar/Srpski Drvar,58,Zavicajni Socijaldemokrati Rs I Bih (stranka Drvarcana),12,18,5,
2000,Drvar/Srpski Drvar,58,Socijalisticka Partija Republike Srpske,22,4,5,
2000,Drvar/Srpski Drvar,58,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,0,4,1,
2000,Kljuc,59,LBO BiH,224,93,1,
2000,Kljuc,59,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,996,465,4,
2000,Kljuc,59,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",8,13,0,
2000,Kljuc,59,Socijalisticka Partija Republike Srpske,8,182,1,
2000,Kljuc,59,SNSD - Milorad Dodik,27,204,1,
2000,Kljuc,59,Stranka Demokratske Akcije - SDA,4637,221,18,
2000,Kljuc/Ribnik,61,Zavicajni Socijaldemokrati Rs I Bih (stranka Drvarcana),8,2,0,
2000,Kljuc/Ribnik,61,SNS - Biljana Plavsic,323,14,1,
2000,Kljuc/Ribnik,61,SPAS - Srpska Patriotska Stranka,103,7,0,
2000,Kljuc/Ribnik,61,Socijalisticka Partija Republike Srpske,390,43,2,
2000,Kljuc/Ribnik,61,SNSD - Milorad Dodik,1220,42,6,
2000,Kljuc/Ribnik,61,PDP RS - Mladen Ivanic,709,35,3,
2000,Kljuc/Ribnik,61,Seljacka Stranka - Gordana Vidovnic,44,1,0,
2000,Kljuc/Ribnik,61,SDS - Srpska Demokratska Stranka,1047,69,5,
2000,Mrkonjic Grad,64,Zavicajni Socijaldemokrati Rs I Bih (stranka Drvarcana),30,6,0,
2000,Mrkonjic Grad,64,Radikalna Stranka Republike Srpske,39,7,0,
2000,Mrkonjic Grad,64,SNS - Biljana Plavsic,856,11,2,
2000,Mrkonjic Grad,64,SPAS - Srpska Patriotska Stranka,79,1,0,
2000,Mrkonjic Grad,64,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",3,62,0,
2000,Mrkonjic Grad,64,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",13,343,1,
2000,Mrkonjic Grad,64,Narodna Stranka Republike Srpske,57,2,0,
2000,Mrkonjic Grad,64,Socijalisticka Partija Republike Srpske,1849,42,5,
2000,Mrkonjic Grad,64,SNSD - Milorad Dodik,1623,57,4,
2000,Mrkonjic Grad,64,Demokratsko Patriotska Stranka Republike Srpske,50,3,0,
2000,Mrkonjic Grad,64,PDP RS - Mladen Ivanic,783,20,2,
2000,Mrkonjic Grad,64,Demokratska Stranka za Banja Luku i Krajinu,61,2,0,
2000,Mrkonjic Grad,64,Seljacka Stranka - Gordana Vidovnic,107,5,0,
2000,Mrkonjic Grad,64,SDS - Srpska Demokratska Stranka,3455,90,9,
2000,Mrkonjic Grad,64,BOSS - Bosanska Stranka,6,17,0,
2000,Jajce,65,LBO BiH,13,8,0,
2000,Jajce,65,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1254,1124,6,
2000,Jajce,65,HDZBiH-Hrvatska Demokratska Zajednica BiH,5087,1139,15,
2000,Jajce,65,Hrvatski Demokrscani,20,13,0,
2000,Jajce,65,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1468,2014,9,
2000,Jajce,65,Socijalisticka Partija Republike Srpske,7,130,0,
2000,Jajce,65,Nova Hrvatska Inicijativa (NHI),299,71,1,
2000,Jajce,65,Bosanskohercegovacka Patriotska Stranka - BPS,16,17,0,
2000,Jajce,65,Radnicka Demokratska Partija - Bosne i Hercegovine,26,11,0,
2000,Jajce,65,BOSS - Bosanska Stranka,12,28,0,
2000,Jajce/Jezero,66,SNS - Biljana Plavsic,88,9,3,
2000,Jajce/Jezero,66,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,73,94,4,
2000,Jajce/Jezero,66,Narodna Stranka Republike Srpske,38,2,1,
2000,Jajce/Jezero,66,Socijalisticka Partija Republike Srpske,91,5,2,
2000,Jajce/Jezero,66,Seljacka Stranka - Gordana Vidovnic,3,1,0,
2000,Jajce/Jezero,66,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,24,0,1,
2000,Jajce/Jezero,66,SDS - Srpska Demokratska Stranka,210,26,6,
2000,Dobretici,67,HDZBiH-Hrvatska Demokratska Zajednica BiH,57,206,11,
2000,Dobretici,67,Nova Hrvatska Inicijativa (NHI),30,54,4,
2000,Skender Vakuf/Knezevo,68,SNS - Biljana Plavsic,1992,42,8,
2000,Skender Vakuf/Knezevo,68,SPAS - Srpska Patriotska Stranka,374,9,2,
2000,Skender Vakuf/Knezevo,68,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",18,185,1,
2000,Skender Vakuf/Knezevo,68,Socijalisticka Partija Republike Srpske,871,24,4,
2000,Skender Vakuf/Knezevo,68,Reformsko Patriotske Snage - RPS,62,1,0,
2000,Skender Vakuf/Knezevo,68,SNSD - Milorad Dodik,305,14,1,
2000,Skender Vakuf/Knezevo,68,PDP RS - Mladen Ivanic,800,23,3,
2000,Skender Vakuf/Knezevo,68,Seljacka Stranka - Gordana Vidovnic,97,1,0,
2000,Skender Vakuf/Knezevo,68,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,8,0,0,
2000,Skender Vakuf/Knezevo,68,Momcilo Glamocic,84,5,0,
2000,Skender Vakuf/Knezevo,68,SDS - Srpska Demokratska Stranka,1538,48,6,
2000,Skender Vakuf/Knezevo,68,BOSS - Bosanska Stranka,0,8,0,
2000,Kotor Varos,70,Radikalna Stranka Republike Srpske,102,19,0,
2000,Kotor Varos,70,Pensionerska Stranka Republike Srpske,237,1,1,
2000,Kotor Varos,70,SNS - Biljana Plavsic,701,16,2,
2000,Kotor Varos,70,SPAS - Srpska Patriotska Stranka,73,3,0,
2000,Kotor Varos,70,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,36,160,0,
2000,Kotor Varos,70,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",163,2331,5,
2000,Kotor Varos,70,Narodna Stranka Republike Srpske,10,2,0,
2000,Kotor Varos,70,Socijalisticka Partija Republike Srpske,1013,19,2,
2000,Kotor Varos,70,Nova Hrvatska Inicijativa (NHI),42,658,1,
2000,Kotor Varos,70,SNSD - Milorad Dodik,635,23,1,
2000,Kotor Varos,70,PDP RS - Mladen Ivanic,1335,12,3,
2000,Kotor Varos,70,Demokratska Stranka za Banja Luku i Krajinu,490,23,1,
2000,Kotor Varos,70,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,40,1,0,
2000,Kotor Varos,70,SDS - Srpska Demokratska Stranka,4125,43,9,
2000,Kotor Varos,70,BOSS - Bosanska Stranka,9,11,0,
2000,Teslic,74,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,5,4,0,
2000,Teslic,74,Pensionerska Stranka Republike Srpske,340,8,1,
2000,Teslic,74,SNS - Biljana Plavsic,708,21,1,
2000,Teslic,74,Radnicka Partija RS - Zdravko Doslic Tergaz,18,0,0,
2000,Teslic,74,SPAS - Srpska Patriotska Stranka,64,4,0,
2000,Teslic,74,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,388,1011,2,
